,business_id,cool,date,funny,review_id,stars,text,useful,user_id
104,s3i73_ttk_F33AEdqMr18g,0,2017-01-31,0,_qIXejLYgWGYYtcGcMw1eg,3,"The halo-halo was good! I got the mango toast and was a bit disappointed... the taste was very plain and didn't have a lot going on to it, but the presentation was cute. I think it was a little over priced. I could get halo-halo just as good for cheaper.",0,Yy_iGXxLpL6tYDQoE-6XVg
371,JTSk0BCHw-uusHO4snGePA,0,2013-07-30,0,kcUIeVskF2zAnUSYeqTyAg,4,My experience with Portrait Innovation was great!  The prices are stiff but the photographer took her time with the shoot and was patient with my baby boy.  We will come back for a family holiday photo this year and I will make sure to use their coupon (I didn't the last time and paid $180 ~ yikes!).  This place is much better than JCPenney on Grand Canyon.,1,AuIK5tF2GjO7SftHawTLKw
788,iCQpiavjjPzJ5_3gPD5Ebg,0,2011-10-25,0,VluIpojME0yKOcRKI5L0Iw,3,"came here on Monday, no line. its good, but not to go out of your way good.  price is reasonable, it is hard to find. but that was the fun of it trying to find it.  no name, no sign.  if your clubbing @ the Cosmo and your have the munchies this is your place.  they use fresh toppings, crust is thin and very tasty.",0,D1_nrBr4dOrs7M82OaBRwQ
466,K2CdjES-IZDDEgetOnf0Vw,0,2014-08-18,0,o_58w-4pzCTImpnv7D9TRg,5,"The prices are good, the food is authentic and the portions are big.

The laksa is flavourful and quite spicy (even when we ordered as mild as possible). 

I liked the durian shake because I could taste the durian. This is definitely not for everyone.

Only a few seats available so it's best to get it to go. 

Call and order ahead because there is usually a wait, especially around lunch time.",0,UGW-9bbBEB3eP1o6mWD_WA
666,IdNR_TYoB7eHz681M0bKag,0,2013-03-10,0,XuSie_006DeLXVNCLPM8-g,4,Lady was nice and did a good job on my sons hair.  My son is 6 and can be a pain in the butt with clippers.  She was done in 10 minutes too!  Only reason it's not a 5 star is because its just a haircut.  No cleanup or gel or anything after.  No water or cool amenities.  Worth the $7.99 I paid after coupon.,0,q3AiAe-AcpDrNsdZf8nCvQ
38,7xA6iSP0Ndn08tpBFQtUKA,0,2017-05-22,0,YDJDfKnx6VpMMo4EBxycGg,1,"Non-existened service!  The waiter did not even great us and did not listen to me about ordering, so my male companion had to repeat it to him! Then many people different people tossed our food on the table while passing by without any word or an eye contact! Naan bread arrived much later from the soup! Its a shame that such a dreadful worse than a fast food corner restaurant occupies area in the heart of the Toronto's entertainment district! RUN AWAY,  DONT SPEND YOUR MONEY THERE!!",0,FCtoTo9zSH1cSAkascfEHw
249,CJty_bUZVJJaLFcTppxmzg,0,2013-01-02,1,jQQeiU5PKrUqXD5qy4c-Ug,4,"I love the Neighborhood Theatre... it has kept me coming back for years.  From the Indigo Girls to DSO, the Brazilian Girls, North Mississippi Allstars, and Yo Mama's Big Fat Booty Band, to my most recent show-- the Blue Dogs and Drivin N Cryin, this is just a fantastic and friendly venue to see and hear a show.  

It gets loud and it can get crowded (very crowded) but it is usually a fun and friendly crowd.  On occasion you might want to get there early (bring a yard chair) if you want to grab a general admission seat (just put your name on the paper and pen you brought with you, and use the scotch tape you also remembered to bring) and reserve your seat... now head out to grab a bite while you wait for the show to start!  Seriously, it is that friendly... but, remember your seats won't allow for you to view the show, which is great for say, a husband who got dragged to see the IG.  

There are seats upstairs that are sometimes open, sometimes included in the GA price and sometimes reserved, just check the show listing.  There is also a VIP seating area that comes with a server.  I am fine to get my own PBR or-- the value cup!-- a big ole, in the case of this past weekend, Sierra Nevada.  Score!

Bathrooms surprisingly rarely have much of a wait... probably because you want to get in and out as fast as you can...but, they do have a Dyson hand dryer (the long one that you take your hands in and out of while hearing a sound similar to a jet engine!).  

This spot is a neighborhood staple and is an anchor to the area.  It is truly local business at its finest.  It also really helped ramp up the music scene in Charlotte...",2,OQT9DjfBrzrwOEdVJjuYIA
312,68O4uYCd0YToLOLqHTBSZQ,0,2013-04-29,0,dcva2qGxSqvn5iwSOBzvHA,5,"Jeff's show was hilarious!!! It was the highlight of my weekend in Vegas! Jeff engages the audience throughout and is simply very funny. I laughed for the entire hour performance! His juggilng isn't bad either! I would absolutely see this show again and highly recommend it for all ages! His opener, Turf, was also fun to watch and his crew was awesome!",0,G48saj2SXOgP4BAUabIPAg
179,YPa8t1631tlRQms0p331ZQ,0,2016-04-10,0,vCwlUF30mV7Eg5MCS3N39Q,4,What a nice and friendly person that answered the phone.  I was looking for a tree nut free cupcake she was unfortunately not able to help me but gave me great advice and was very willing to give me a few suggestions.,1,wMttR-7frrO-YzDsIiA4GQ
560,ihW5mCeFuzouTzIIduNEFQ,1,2014-05-04,1,PO-N4Vz3WE-x9mrCPy-D6w,4,"Great food at a great price! 
I had brunch there and got 2 eggs, plantains, beans, half an avocado, cheese, and a chicken tamale. I asked for scrambled eggs and to my surprise they added tomatoes and peppers. Everything tasted great! It's a good change from the regular brunch staples.",2,71_41E7uuPr0_Gm6y1qbqA
45,Jj8ubiwwuCR-rrhrrjcryw,0,2016-08-14,0,3zNW-BK3YlJnGBdCxpE46g,2,"Been here 3x and no beef #45, will stop coming; what's the point if it's always out. Take it off the menu since it's never available. Portions getting smaller, prices going up. And the table that came after us got to order first.",0,0pf5VuzE4_1pwj5NJHG5TQ
714,I8e1_CZ1c76UaL7LQfsh4Q,0,2012-06-13,0,1-RDYuXP-Fch8Vdmy4g-WA,5,"Best sandwiches I've had in a long time! And they'll deliver--if you fall in their small delivery zone-- 1 sandwich to you. This comes in handy for me while I'm at work and hungry! 

I love the bread & their mayo. YUM! I usually order the beach club. No complaints from me!",1,WgbbxTRIy7MwDKn7nL5WKQ
740,Y5CTA3S9TVkpr3Yvwaki-A,0,2013-07-21,0,mfr2EkkhefzEUi_h-QVeIw,4,"This theatre is the ultimate splurge!  From the comfy recliners complete with blanket and pillow (in the premium seating) to the fantastic wait staff you couldn't ask for a more luxurious way to watch a movie.  Being able to book online and have reserved seats is very convenient.  Yeah, it's expensive (total of $250 for premium seating and dinner for 5-no alcohol involved) but is worth it for a nice evening out with friends once in awhile!",0,KCBYSNE6t_Nk7zOa8RQVPA
630,JbHVdvF0E3n7e8jUrOO6uQ,8,2013-03-25,0,U4-3icgEqGrD8t0FHBDq4g,5,"I recently had an interior paint job of bedrooms, bathrooms, trim, and touch up done through a competitor.  The price seemed to float higher and higher, even though I thought we had reached an agreement on the work to be done.  Needless to say, it left a bad taste in my mouth and some of the touch up looked terrible.  

I called David and he was incredibly helpful and sympathetic to my situation.  I bought a couple of gallons of paint and he made the most of the situation on a limited budget.  The house now looks fabulous and I will not hesitate to use him again! 

Thanks David!",9,vc-VfW7-Q7JmHzA6bTLHyA
865,jK4uhkUu4hDbbHJyvkBvGA,0,2016-12-09,0,3aDw9UsthVsihMncIegNcA,4,"Ivy is great!  The place is clean and the techs are courteous.  The only draw back is the smell of nail salon, I dont know if it is the acetone but it is strong.  An exhaust fan or opening a door will help but with the cool air outside it might not a good idea.  Overall it was not a bad experience.",0,qr9hmaIxq1z9ycgT28PpRw
995,8xsuDn0EjpyFFBjdckkNHQ,0,2017-05-11,0,yM9WN719mLif7itUtKG7rg,5,Larry and Akilah are wonderful to deal with. They are professional and friendly. When moving it became apparent that we were going to need an additional unit. I called Larry when the moving guys were just about done loading the truck. I ran over there before the truck arrived. Larry had all the paperwork ready and I had lock and keys in hand as the truck arrived. Larry and Akilah made a stressful situation much better.,0,c33cdBkD2tTGnGA1OeNYUg
597,LB7r3hZmb4NXb2jDQmmQ9w,0,2015-01-12,0,cyPaZNZ77Kc2nZas20FqsA,4,Food is good. Fresh house made broth great flavour and not salty like most soups I have at restaurants... Fair price for quantity and quality of food. Beef Flank soup is really good here. Service was fast!,0,kBNFdviedCPFWyR-wVaAzw
372,Zmfq3DVhHdtVChhSxzoUHw,1,2009-10-03,0,ceKleTs7hPyWIX4_KpHCZQ,4,"Thai food is just delicious but Panna Thai makes it irresistible.  
Food is scrumptious with good portions.  
Ambiance is very private, mellow yet warm & friendly.  
Prices are very reasonable (almost like Thai BBQ).

Overall ~ will be coming back for more!",2,AuIK5tF2GjO7SftHawTLKw
703,HqbwwkRJmm5RpCPRvOltGw,0,2013-06-02,0,dfa66f-q8ddn97B4Cw96kg,3,it was ok.  Got my gas and the people were a little rude.  But... it IS a gas station.,0,q3AiAe-AcpDrNsdZf8nCvQ
702,7XTGtaKjANmZqp2QtN_iPA,1,2013-06-02,0,fyVtCd2QlFxtVdtEFnu8Xw,4,Pretty cool place.  A little hole in the wall bar.  Had a fun time with friends but we had to move tables because they were about to start trivia night.  Man those guys take that seriously.  It was packed with trivia people!!!,0,q3AiAe-AcpDrNsdZf8nCvQ
186,9tLCuUmw3Tlco-tKPGkIWQ,1,2016-03-25,0,vPA9ZwuatQhnfu6WrG0mpw,5,Great fast food restaurant large portions. The food is good taste and great bargains. The service is good the restaurant is clean. I had the Teriyaki hot chicken with rice and steam vegetables. Had enough food for two meals would recommend this restaurant for familes,1,dQzQ4bN0Rnb8M-0LqTl3-g
378,NXNa5OYmN1CNmXwHhDxpRA,0,2015-01-13,0,RuQbhgENXUlf28wcv2Cwsw,4,"My first time and there was no wait, so plus. Wait staff are friendly & accommodating; the menu is simple and easy to read; price is reasonable less than $10 for a regular size bowl of ramen. i would come back here.",0,AuIK5tF2GjO7SftHawTLKw
3,elqbBhBfElMNSrjFqW3now,0,2011-02-25,0,Er4NBWCmCD4nM8_p1GRdow,2,"Back in 2005-2007 this place was my FAVORITE thai place EVER. I'd go here ALLLLL the time. I never had any complaints. Once they started to get more known and got busy, their service started to suck and their portion sizes got cut in half. I have a huge problem with paying MORE for way less food. The last time I went there I had the Pork Pad se Ew and it tasted good, but I finished my plate and was still hungry. I used to know the manager here and she would greet me with a ""Hello Melissa, nice to see you again, diet coke & pad thai or pad se ew?"" Now a days, I know she still knows me but she disregards my presence. Also, I had asked her what was up with the new portion sizes and she had no answer for me. Great food but not worth the money. I havent been back in over a year because I refuse to pay $10-15 for dinner and still be hungry after. Sorry PinKaow, you are not what you used to be!!",2,msQe1u7Z_XuqjGoqhB0J5g
668,caXiL25g86LPvdwbn99VgA,0,2012-07-02,0,wfMmujCs8Y7H8XzuXJ8odA,5,These guys are awesome!  I referred them over to my cousin who was having a hard time renting his home.  Brian V. got with him and totally took care of him.  He got him more than the asking price for the monthly rent and everything was handled with the best of care.  Totally recommend these guys and will continue to do so!,15,q3AiAe-AcpDrNsdZf8nCvQ
997,cKdox2gt3L1Dbb7MpOPdWg,0,2011-03-25,0,wgpOyUNO9IC62E57vgX63Q,5,"I was on a business trip in Montreal and I made reservations for dinner 2 weeks prior. This was my first visit to APDC and the place was just buzzing with energy and the sweet smell of pork. Order the bison tongue as an appy and it was outstanding.  My friend had the seared foie gras and he kept rolling his eyes in delight. The bottle of wine was a beautiful Cote du  Rhone Quartz which paried very well with the meal.  For main, I had the maple pig's foot.  The presentation is shocking... the whole trotter in a cast iron pot with all the trimmings.  The taste was insane.  Skin was sweet and crunchy while the meat was juicy and savory.  The mash potato at the bottom soaked up all the essence from the dish. Very indulgent.  Brought 2 cans of duck in a can and flew them back to Vancouver.  Split one can the next night with 4 senior citizens and they were very impressed.  Gave the other one to a friend and she had hers 2 days later and it was still amazing.  Verdict:  These cans do travel so long as you keep them cold.  They are good for at least 3 days.  How do they stuff all the duck and foie gras with all the tirmmings in a small can?",1,Z96V4b63J1yrjS2D5Ondnw
140,4LXZzgsrM1ZyS_-uB9Od2Q,2,2010-12-01,0,8xhfrLJ9SGpX2NU6FTiTHA,4,"I'm a sucker for top-notch pizza. By top-notch, I mean pizza that is served sizzling and fresh and made with high-quality ingredients. Pizza like that is true craftsmanship; pizza like that I could eat every day. In my continuing effort to find superior pizza, I looked to Lil' Baci in Leslieville. My visit didn't disappoint me.

Lil' Baci's dining room is a decent-sized dining space, but the tables are packed pretty tight, so don't expect too much privacy. You'll likely hear everything that the table next to you is talking about. If you need to escape your neighbour table, in the warmer months you may want to check out the cute backyard patio. Comfortable, busy, and social, it's the place to be when the sun is out.

When I'm eating Italian food, I like to start off with a glass of red vino or cold Italian beer. Lil' Baci's wine list is small but thorough and their beer list offers some nice Italian choices; Moretti and Perroni are my personal favourites.

Lil' Baci has a seriously amazing dandelion greens salad.  If you've never had dandelions as food before, this would be the one to expose yourself to it. The greens are slightly bitter, but the bitterness works well topped with shaved Parmigiano, cracked black pepper, and freshly squeezed lemon. Perfect starter.

And the pizza, they do it right. Lil' Baci has a savoury and seasoned tomato sauce base that expertly compliments the four cheeses that are layered on their Quattro Fromagi; my personal favorite.  They've got some other really outstanding pizzas to choose from like the Margherita (with tomato, basil, and mozza), the Lil' Baci (with pecorino, sausage, and fennel pollen), and the Gorgonzola Dolce (with gorgonzola, Yukon gold potatoes, and caramelized onions). All of their pizzas are served on signature thin crust dough that is seared and blistered perfectly.

Lil Baci has got a really small pasta menu. Ridiculously small. There's only three items. But still, these 3 items are done perfectly. They're all made with quality ingredients and use that great tomato sauce that's on the pizza. My favorite is just the plain ole' Spaghetti and meatballs.  It's got just the right amount of fresh basil, sauce, and Parmigiano. The portion size isn't huge, but with that dandelion salad and something from their Insalata menu, it's more than enough.

Lil' Baci also has a Panino menu, which surprisingly is different from their pizza menu. I love the Panino Tonnato. Packed with Italian tuna, caper aioli, sun-dried tomatoes and arugula, it's perfectly pressed into an amazing bite.

The dessert menu has a few options, but when I was there I had a lemon prosecco tart. The crust was buttery, but a tad on the dry side. The custard-like lemon filling had a refreshing prosecco flavour, which balanced the acidity nicely.

I head to Lil' Baci when I want some decently priced Italian food and some amazing pizza. Lunch or dinner, what you end up with is a steal anywhere in the city!",1,YHWsLBS8jzZiPjKHMFOaAA
644,7tD2x6ElqZssMSCPhZu5uA,0,2017-09-04,0,ZhqJeerf6BNKls_nLUlckQ,1,"The worst stay I have ever had. I understand it is a cheap motel. With that being said; we ark for 1 room with one bed simple two night. We arrived and found they gave away that room. So they gave us an ""upgrade""we walk into a dirty room where the beds weren't made and towels left on the floor of the bathroom. So of corse we walk back to the front desk ask for a clean room. They gave us one just down the hall. As we lay on our bed we hear burn outs in the parking lot and now the building smells like burnt rubber. Mixed with the smoke and musty smell. I complained to the front desk and I was told I think the ""regulars"" are working on a car. At midnight mind you.  I look out side my window and they are tack welding and grinding out side. I will never stay here in my life and warn others.",1,8hUlAc8B4a4-UD1kWhBiOw
205,7cnz3nRaVuwHLVTTaV5-PA,0,2012-08-18,0,8MQ4k_NResZ6H4c8ZS8y_Q,5,"Me loves!

The stir fried wide noodles are perfection!  

The make your own spring rolls are my favorite... a big plate overflowing with fresh mint, basil, cilantro, noodles, bean sprouts, cucumber, and tofu.  Soak your rice wrap in the hot water, fill with goodness, squirt with siriachi, and dip in sauce.  Delight taste buds.  Repeat. Again and again.

The atmosphere is nothing to write home about but with authentic food like this, who cares?

--Restroom is yucky, bring sanitizer--
--My kids love this dining experience--",0,OQT9DjfBrzrwOEdVJjuYIA
461,r_BrIgzYcwo1NAuG9dLbpg,0,2014-06-21,0,At1d9VRv995PILES3Iathg,4,"1. Grabong ($10): Deep fried battered squash fritters with a garlic tamarind dip
- I really like this as an appetizer. The tangy dip complements the sweet squash well.

2. Gaeng Kiaw Wan in a coconut ($15): Green curry with bamboo shoots, kaffir lime leaves, basil leaves, green peppers and coconut milk. Served in a coconut with rice. Choice of: chicken, beef, pork, shrimp, fish, tofu or veggies.
- Lots of meat in the curry. Good for sharing.

3. Khao Pla Tawt ($14): Crispy basa fillet with oyster sauce, crispy shallots served with 2 sauces: fresh chilli sauce and tangy tamarind sauce
- I loved this because the fish was crispy the entire time and it wasn't greasy.

4. Khao Soi with beef ($14): Fresh egg noodles in a golden curry topped with crispy noodles, coriander and green onions. Choice of braised beef, chicken breast or chicken drumsticks
- Consistently good dish from Chef Nuit. The golden curry is flavourful and rich but not heavy. Braised beef was tender. 

5. Papaya salad - salted crab ($10): Shredded green papaya, tomato, long green beans, garlic, red chilli, tamarind juice, fish sauce, coconut sugar and freshly squeezed lime
- The salted crab tasted like sashimi and though the claws were small, they were very salted which balanced out the rest of the salad. 

6. I Moo Ping ($10): Northern Thai Street Grilled Pork on a skewer
- 3 skewers",0,UGW-9bbBEB3eP1o6mWD_WA
632,_ttAz3nQQOLY2UctfuNbmA,0,2013-06-14,0,BlnwfpnPAnI_dZPCnlOioQ,5,"Dr. Andy, Dr. Patty, Dr. Jeff, and the entire team has dramatically improved my spinal alignment on a permanent basis.  Yes, I said permanent!  It's not just them, its their combination of great talent, compassion, and a top notch methodology (chiropractic biophysics).  I used to get migraine headaches 1-2x per month...other talented chiropractors would be able to alleviate the symptoms after onset, but then it would come back again in a few weeks.  Since treating at Pivonka Chiropractic,  I have had 2 in a year, and the severity has been much less than before.  I used to have swallowing problems...this has also all but disappeared.  My shoulders could not relax.  Now they do.  I was so impressed, I sent my entire family.  

FYI: This form of chiropractic is not for those looking for a quick-fix!  It requires serious commitment, but I promise that the gain in your quality of life will be well worth it!",4,vc-VfW7-Q7JmHzA6bTLHyA
70,szhJLmdLDVFTevm8fu0T4A,0,2016-05-01,0,8k2WpYJFfsPL3kupmvGjWA,5,"Best place for dim sum in the valley.  Prefer this one to the one at Mekong Plaza in Mesa.  Pork siomai is the family favorite. Calamari is the bomb, when the cook isn't in (he gets in about 10-11am on weekends), we get the Salt and Pepper squid from the a la carte menu. Shrimp egg rolls, mmmmmmm.",0,0pf5VuzE4_1pwj5NJHG5TQ
963,vSN3n35-3WPX3Ntf-X6jaA,0,2013-08-13,0,F9mnLSkFbAgOIyqrmwhnkA,4,"Selma's is really good, not BBQ pit-masters great, but very good for Pittsburgh. The pulled pork is fantastic. I highly recommend the Big Pig Wrangler (add a hot sausage to the pulled pork sandwich)! I see other reviews looking for BBQ perfection and this isn't it. But if you're craving some BBQ and living or visiting here in Pittsburgh, this place will do the trick.",0,C01rKnHeu_ArbM8VoMc0Eg
329,dgpPVSFL84ONx477Lln2sw,3,2011-01-12,0,H9BpJnQ9Zy90Ib6qGA3DZw,4,"The first time Merchants of Green coffee was recommended by a barista at another coffee shop, I put it on my mental To Visit list. She had mentioned that it didn't look like a place you could go inside and drink coffee, so I was slightly more prepared for the remote location, but I still got lost on the way.

Unfortunately the day I went in, they had run out of regular soy milk, and considering I've been ordering a soy latte from everywhere... that was a bit of a disappointment. They don't have soy milk, so one of the barista's happily suggested 2%. I'm not sure how that's an equivalent option, but (obviously) I didn't go for it.

Luckily there was someone else there, and he offered me a very awesome tasty latte made with So Nice soy creamer (which is a lot thicker than regular soymilk). He warned me it might be too sweet. But no, it was delicious and a great cozy cup of coffee (and now I kind of wish people always made me lattes with that heavy soy creamer...).

Wandering through their location is a bit like visiting a mini coffee museum.

I'd like to go back again and try just a regular coffee from Merchants of Green Coffee or take one of their coffee workshops after I've completed the rest of my Indie Coffee Passport Stops.",2,YgavGxfAdjhkkbwlAY_9ZQ
628,lH0Ph4DiYSqj9UJBXAq8hQ,0,2013-03-20,1,8vz39lAw8sAee3WqWFlVIQ,5,"I called Just-In Time on Monday to see if they could move a very large china buffet to Goodwill.  They were very professional and courteous and mentioned I could save some money with the Yelp Deal in place.

Robert and Rick, the crew, were very professional, on-time, and very efficient.  I was so impressed I wouldn't hesitate to use them again!

Thanks guys!",0,vc-VfW7-Q7JmHzA6bTLHyA
224,RQDY2f8Bn4RL2TOUzPYYMg,2,2012-08-25,4,dFGEAfyBrDIoIYzsxDYMMw,3,"Great produce for the best prices I have seen in Charlotte.  8 limes for a dollar?  Guess I'll be mixing mojitos tonight!  Avocado for .50?  Guess we'll be eating guac with our mojitos!  Basil, cilantro, mint?  Guess who is eating Thai tomorrow?  Plantains? I just watched Alton Brown make these, and at this price I cannot resist!

Aside from the produce and the ethnic foods and spices, I was surprised that the prices on the American brands (cereal, frozen foods, drinks, etc...) are much higher than the Teeter.

My five year old thought we had somehow beamed ourselves to another country.... She loved it!",2,OQT9DjfBrzrwOEdVJjuYIA
225,QSv8Om6yHTypbXfvWb4C2g,0,2013-01-15,0,zLpHu74_eyCZLsHJHuTrAw,3,"This is a wonderful place to get lost in one lazy weekend day.  Their selection ranges from the weird and absurd to vintage and kitschy to antique, retro, funky cool.  Unfortunately, as of late, their selection has not turned over very quickly, is dull and uninspired and priced all over the map.  There were times when I could not leave without that breathless feeling of finding the perfect treasure you had no idea you needed until you saw it, the maze of aisles confusing me with treasures galore, all over the store and me not being to remember them all.  Not so at present.  I am hopeful that the Spring yard sales and Estate sales will breathe some life back into the long, winding aisles of the Sleepy.

I have come here for years.  I had a booth at their old location and at this location-- I love the hunt, the repurposing of goods, the uniqueness that only this type of place can bring into your home... I hope this is just a little bump in the road for us.  I was there-- in and out-- in under an hour this past Sunday (unheard of!).  And left without anything... not only did I leave with nothing, I left not seeing anything that I would buy if only I could... 

Free popcorn in the front and some of the nicest sales staff anywhere in Charlotte.  I will be back and will hopefully be able to re-review my once very faithful bazaar/homegoods/yard art store.",1,OQT9DjfBrzrwOEdVJjuYIA
853,trpn1eVgQdR1iWG6uLZrQg,0,2012-09-15,0,mFPOlzjmRbVWHh4E5SL-Dw,5,"I can't say enough good about this place. Oysters are always fresh and they
bring in daily from both coasts. Go on a Monday and you'll get the two for
one deal; that's 2 dozen for $30...wow!!!
As a seafood lover it has become my favorite haunt for a great meal.
My daughter (teenager ) loves their lobster poutine and I am in love
with their blue crab claw butter lettuce salade with homemade butter milk dressing.",1,JL_O2728AX8Cf_or-_H4Rw
392,DYuOxkW4DtlJsTHdxdXSlg,0,2013-10-08,0,4GbneGXe15aA4RAidrqb9g,4,"BEST happy hour in Vegas!! $3 for a pint of blue moon (and they have a selection of beer) $5 martini (totally delicious) and their appetizers like Jamaican jerk chicken, empanadas and burger sliders are around $5 as well.  A definite must-try if you've never been!",0,AuIK5tF2GjO7SftHawTLKw
732,3uC7Lbc3RgUDTWQlBu4PqQ,0,2014-01-20,0,5mnfbnAWS1YlanNl1l7DqQ,4,"I am giving 4 stars for the coffee, otherwise it would only be three. My croissant tasted dry and as if it was made a few days ago. However, I could tell it was yummy. I find it very difficult to find a good cup of coffee out of my house and neighborhood, since we are spoiled in the Bay Area. Sure enough, they actually use a Bay Area roaster (Equator) and it was great and quite the relief!",0,juE5LohVTruYea2SHV2HYA
915,k2wkwkwbCCoxhqMVjzbJZg,0,2016-12-28,0,7PIHoRMzGpR7FI5C9jGhpw,1,"Went to Wally's last night and all I can say is YIKES!!!!! The biggest disappointment I've experienced in a long time. What used to be this hidden gem, with the comfort of home vibe with perfectly cooked home cooked food and staff that treated you like family has now become just like every other restaurant in Scottsdale. Way over priced for poor quality of food, staff that doesn't care anymore, management that doesn't care anymore. My favorite waitress is gone, which I guess is no surprise seeing what the owner Chris did to this place. If I wanted to eat at Grassroots or Twisted Grove then I would drive a few blocks down and eat there. Wally's was something amazing, something special that is so hard to find in a restaurant these days.Now, it's ruined, now is disgusting, now it's a complete waste of your time and hard earned money. Don't bother trying it out, trust me. I will not be back to this one. I would much rather drive to the other location on Camelback that has remained the old Wally's. Way worth the drive.",2,skr4z5eEw36_QjK0jeSNKw
988,ziv21pDfyrgdhlrlNIgDfg,0,2016-08-11,0,fus9odxu9bjE2lSxfwNfdw,5,Get this!!!  Wow Karlo is amazing and best customer service you could ask for. He installed the antenna and set up all our tv's along with excellent detail explanations and conversation. We will be having my moms house done now next week also. The recoup savings from not having cable is only a few months. Already feels like we are saving money.,2,ywjqPgnMrDZKOhA33v92Cw
511,jCiovc2qHJ5L-_1gigLueQ,0,2014-07-31,0,DzWQ9c6CiaE_nHuvzTXfZA,2,"Ordered from the Summerlicious menu. Unfortunately, it didn't live up to the $35 price. 

There was nothing wrong with the food but the flavours didn't complement each other and the dishes weren't very special. We left disappointed. 

Service was fine and the staff was quick to clear our plates and utensils and replace them with a new set. 

Most likely won't return.",3,UGW-9bbBEB3eP1o6mWD_WA
183,7KkgMcbVaetryW1wwpzvvA,0,2016-02-29,0,htV6dNmUqaXwCIRt7vfO5A,4,It great fast food and get large portions. It seem to be fresh and the server are friendly. I gone there many time and it alway good. I like their burritos usually it so big can only eat half and save the rest. I am recommending it to all my friends. You can choose what you want with any of the items on the menu.,0,dQzQ4bN0Rnb8M-0LqTl3-g
956,yEM0uGueLMBWRT7NLYMVnQ,0,2016-05-31,0,DnPEfsosyWY3Qb5fq-9m7A,1,"Truly the most horrific customer service I have EVER experienced in retail. Their return policy is horrible, everyone in the store acts like you are inconveniencing them by being there, and their store manager was so incredibly rude and unhelpful. I bought three expensive pieces of furniture for my new home, and every single one of them was broken in the box or was not constructed properly to put together. I will never shop here again.",2,a132k6Km2eIZo-s1Px7MGA
484,TgcjQfl1E9DE-SjDVOUDJQ,1,2013-07-23,0,fKPRKvImyawPSPw_5ie12A,3,"The space is very small but it's nice for groups of 2-4 (we had 3 in our group). The team is friendly and helpful when answering questions about the menu. I don't have a favourite dish but I liked parts of the ones we ordered. 

1) BBQ shrimp nachos: guacamole, tamatillo, chilli jazz

- The nachos were really crispy and overall I liked this as an appetizer.

2) Patty melt burger: grilled cheese, fried onions + French fries, chili mayo

- I love thin/shoestring fries because it reminds me of McDonald's fries :) The patty was juicy and thick. 
- I liked the grilled cheese, especially the bread. The chilli mayo had a hint of pear which was pretty interesting.

3) Fried chicken: sour pickle brine, warm mushrooms and potato salad, soft egg

- The fried chicken skin was similar to Kentucky Fried Chicken and the meat was very tender and juicy.

- The vegetables were ok...I'm just glad there were some greens. If you don't like mustard, you may want to avoid the veggies (notice all the mustard seeds)",2,UGW-9bbBEB3eP1o6mWD_WA
835,zSpQmEBvRe3IhTUlMSA6HQ,4,2012-11-14,4,TWz4-EKzizpfzFxUYai44A,5,"I've been going to Totum for almost a year now I think, and it's been great for seriously getting into weight lifting without having to navigate through clusters of bros and other gym jerks. Everyone is generally nice, respectful of space, and you know, no one is ever doing bicep curls in the squat rack.

I still haven't convinced myself to go on a repeat visit to any of the 6am classes, but they exist for those pre-work workout fiends. I'm just too much of a night owl. I'm also lazy.

Classes to chose from include yoga classes, Pilates, boxing, kettle bell workouts, spinning, crossfit, and a whole bunch of others. Lots of elliptical machines, 5-6 treadmills, and bikes. They also have a decent variety of weight machines, free weights, and other equipment to play with.

There is one personal trainer that without fail will change the music station from some amazing techno/dub/remix (you know, perfect workout music) to some weird classic rock/easy listening/crud, so word of advice - bring some headphones if you're going in the middle of the day. The weekend hours are not as convenient (they close at 6ish), but I do like that they're open later than most gyms on Fridays.

One other thing I like is that they have other sport related services available on site. In addition to personal trainers, there are chiropractors, RMTs, a holistic nutritionist, and an ND. It's nice to have the option of just going in, working out, seeing an RMT, or someone else, and going home.

It's clean, friendly, and welcoming. There is a free week trial, and I'd totally recommend you try it out. But only if you're awesome.

Worst/best thing - it's right next to Soma Chocolate.",7,YgavGxfAdjhkkbwlAY_9ZQ
766,F70couxLlxWDRZNIVHoIRA,0,2016-11-20,0,7veSLwiGteiTmKaL72XdBA,5,"Ethical and mechanic don't always go together, as anyone who's been scammed can attest. So, needless to say I am so happy I found Al at brakemasters! Trustworthy, honest, and friendly. I will not take my car anywhere else. I highly recommend Al to all my friends and fellow yelpers who are in need of car repairs or routine maintenance. If this location isn't near you, trust me, it's worth the drive.",1,36sFsSQbhgsa9p1tGownYw
